metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1786705483.3695,elite,1935.8863830566,1786558919.7898,AS12876 Scaleway SAS,AS12876,Paris,Europe,EU,France,FR,,True,Scaleway SAS,48.8558,2.3494,False,ONLINE,False,Île-de-France,success,Europe/Paris,75001,1786555596,1786705483.3695,1080,socks5,163.172.80.153:1080,True,218.64199638367,145,2423,5.6464174454829,163.172.80.153
True,1786705444.8401,elite,2267.3791130109,1776079072.4556,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1786360272,1786705483.3634,4145,socks5,184.181.217.213:4145,True,1005.455493927,114945,33002,77.693363163836,184.181.217.213
True,1786705483.3579,elite,19949.101955304,1781345580.3168,AS212336 ByteVirt LLC,BYTEVIRTLLC,Tokyo,Asia,AS,Japan,JP,,False,ByteVirt LLC,35.6893,139.6899,False,ByteVirt LLC,True,Tokyo,success,Asia/Tokyo,151-0053,1786182398,1786705483.3579,10808,socks5,31.57.172.220:10808,True,16510.457992554,28681,50188,36.365365352673,31.57.172.220
True,1786705140.6691,elite,4781.2625372353,1715439988.8164,AS396982 Google LLC,GOOGLE-CLOUD-PLATFORM,Taipei,Asia,AS,Taiwan,TW,,True,Google LLC,25.0329,121.5654,False,Google Cloud (asia-east1),True,Taiwan,success,Asia/Taipei,,1786430862,1786705483.3239,80,http,34.81.160.132:80,False,1744.4167137146,220797,387744,36.283011333665,34.81.160.132
True,1786705399.4389,elite,6327.3419613877,1786112695.71,AS55285 Serverside.com,SERVERSIDE,Dallas,North America,,United States,US,,True,Serverside.com,32.7767,-96.797,False,,False,Texas,success,America/Chicago,75270,1786112434,1786705483.3201,19100,socks5,164.152.122.199:19100,True,4352.6315689087,5675,10950,34.135338345865,164.152.122.199
True,1786705483.3097,transparent,6118.4013881521,1775990409.3624,AS153155 PT Sigma Data Nusa,IDNIC-SIGMADATANUSA-AS-ID,Bondowoso,Asia,AS,Indonesia,ID,,False,PT Sigma Data Nusa,-7.9189,113.8255,False,Indonesia Network Information Center,True,East Java,success,Asia/Jakarta,68217,1786274371,1786705483.3097,8090,http,160.191.192.45:8090,False,2614.3305301666,24958,70163,26.238159817496,160.191.192.45
True,1786705349.5682,elite,602.13181956735,1786027232.3771,"AS24429 Zhejiang Taobao Network Co.,Ltd",Taobao,Hanoi,Asia,AS,Vietnam,VN,,True,"Zhejiang Taobao Network Co., Ltd",21.0278,105.834,False,Alibaba.com LLC,True,Hanoi,success,Asia/Bangkok,,1786631511,1786705483.2955,9999,http,163.181.207.230:9999,True,513.06629180908,6199,2742,69.332289453081,163.181.207.230
True,1786705483.291,elite,1268.0235760744,1776081370.5535,AS46562 Performive LLC,PERFORMIVE,Los Angeles,North America,,United States,US,,True,Performive LLC,34.0549,-118.243,False,Performive LLC,True,California,success,America/Los_Angeles,90009,1786361787,1786705483.291,4145,socks5,142.54.235.9:4145,True,997.94387817383,62424,48929,56.059558341491,142.54.235.9
True,1786699553.9009,elite,1657.7449080781,1785804500.5819,AS51074 GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock),MABNA,Tehran,Asia,AS,Iran,IR,District 2,False,GOSTARESH-E-ERTEBATAT-E MABNA COMPANY (Private Joint Stock),35.7215,51.3447,False,GOSTARESH MABNA COMPANY (Private Joint Stock),False,Tehran,success,Asia/Tehran,,1786406110,1786705483.2875,10909,http,178.252.180.59:10909,True,725.48532485962,14699,550,96.393206111876,178.252.180.59
True,1786705483.2868,elite,4216.9779374774,1786638561.2293,AS7552 Viettel Group,VIETEL-AS-AP,Bút Sơn,Asia,AS,Vietnam,VN,,False,Viettel Corporation,19.858,105.855,True,VIETEL,False,Thanh Hóa Province,success,Asia/Bangkok,,1786635632,1786705483.2868,1041,socks4,171.253.92.42:1041,True,903.475522995,2261,1072,67.836783678368,171.253.92.42
True,1786705483.2641,elite,1266.6489883318,1781598975.7913,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,False,Alibaba.com LLC,True,North West,success,Asia/Singapore,858877,1786437327,1786705483.2641,1080,socks5,47.236.177.236:1080,True,1014.1024589539,62267,34880,64.095648862034,47.236.177.236
True,1786705343.4378,elite,3697.3512456247,1786399800.6401,"AS30633 Leaseweb USA, Inc.",LEASEWEB-USA-WDC,Manassas,North America,,United States,US,,True,"Leaseweb USA, Inc.",38.7493,-77.4719,False,"Leaseweb USA, Inc",False,Virginia,success,America/New_York,20110,1786398625,1786705483.2633,1084,socks5,216.22.13.244:1084,True,1311.4557266235,8828,3776,70.041256743891,216.22.13.244
True,1786705483.1912,elite,5147.0844501997,1784441001.1347,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Hong Kong,Asia,AS,Hong Kong,HK,,True,Aceville Pte.ltd,22.3193,114.169,False,,True,Kowloon,success,Asia/Hong_Kong,999077,1786255664,1786705483.1912,9055,http,43.129.31.69:9055,False,4824.8934745789,2604,15294,14.549111632585,43.129.31.69
True,1786705414.9642,elite,2196.2532085574,1783348965.314,AS15377 TRADITIONAL LLC,FREGAT,Dnipro,Europe,EU,Ukraine,UA,,False,"ISP ""Fregat""",48.4604,35.033,False,"ISP ""Fregat"" Ltd.",True,Dnipropetrovsk Oblast,success,Europe/Kyiv,49127,1786372561,1786705482.9865,5678,socks4,46.98.192.116:5678,True,7482.054233551,63516,82387,43.533032220037,46.98.192.116
True,1786703610.7814,elite,19759.931759673,1786542080.4144,AS215590 DpkgSoft International Limited,XORA-AS,Amsterdam,Europe,EU,The Netherlands,NL,,True,DpkgSoft International Limited,52.3676,4.90414,False,Xorek.Cloud Amsterdam,False,North Holland,success,Europe/Amsterdam,1012,1786542081,1786705482.9856,9002,socks5,31.77.198.168:9002,True,16961.020469666,8736,532,94.259818731118,31.77.198.168
True,1786705456.3604,elite,12068.84707236,1779511126.7328,AS35278 SPRINTHOST.RU LLC,SPRINTHOST,St Petersburg,Europe,EU,Russia,RU,,True,SPRINTHOST.RU LLC,59.9417,30.3096,False,Sprinthost LLC,True,St.-Petersburg,success,Europe/Moscow,195213,1786159458,1786705482.9632,1080,socks5,193.42.115.229:1080,True,14516.849517822,9307,57160,14.002437299713,193.42.115.229
True,1786702913.3889,elite,4502.6829199215,1780575001.3051,AS38623 ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,VIETTELCAMBODIA-AS-AP,Phnom Penh,Asia,AS,Cambodia,KH,,False,BUCT,11.5563,104.9282,True,"VIETTEL (CAMBODIA) PTE., LTD",True,Phnom Penh,success,Asia/Phnom_Penh,1000,1786620455,1786705482.9558,1080,socks5,220.158.232.118:1080,True,4825.1724243164,160296,1607,99.007430374978,220.158.232.118
True,1786702941.5291,transparent,3206.9651570295,1785893942.3563,AS46606 Unified Layer,UNIFIEDLAYER-AS-1,Provo,North America,,United States,US,East Bay,True,Unified Layer,40.2066,-111.643,False,Unified Layer,False,Utah,success,America/Denver,84606,1786498097,1786705482.928,3128,http,162.214.159.94:3128,False,4370.0840473175,12733,868,93.618116314977,162.214.159.94
True,1786705468.7144,elite,2336.9530086623,1785886739.9084,AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP,GCS-AS,Paris,Europe,EU,France,FR,,False,Global Connectivity Solutions LLP,48.8566,2.35222,False,Global Internet Solutions LLC,False,Île-de-France,success,Europe/Paris,75000,1786491564,1786705482.9014,1082,socks4,45.95.233.128:1082,True,7165.9464836121,26857,17528,60.509181029627,45.95.233.128
True,1786703023.2666,transparent,3262.8309658478,1785893813.2961,AS46606 Unified Layer,UNIFIEDLAYER-AS-1,Provo,North America,,United States,US,East Bay,True,Unified Layer,40.2066,-111.643,False,Unified Layer,False,Utah,success,America/Denver,84606,1786498103,1786705482.8942,3128,http,162.214.74.29:3128,True,4394.2475318909,12803,845,93.808616647128,162.214.74.29
True,1786705410.1206,elite,2602.4924772135,1786518375.0744,AS206996 ZAP-Hosting GmbH,zap-hosting,Reston,North America,,United States,US,,True,ZAP-Hosting GmbH,38.9586,-77.357,False,ZAP-Hosting GmbH,False,Virginia,success,America/New_York,20190,1786515212,1786705482.7939,20000,socks5,5.249.165.195:20000,True,940.8586025238,9492,1324,87.758875739645,5.249.165.195
True,1786528819.0603,elite,1766.00942283,1776081445.3312,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Fuse Internet Access,39.1497,-84.426,False,Maximum Communications,True,Ohio,success,America/New_York,45209,1786361465,1786705482.7373,36181,socks5,69.61.200.104:36181,True,1096.8542098999,190901,284,99.851452781337,69.61.200.104
True,1786705482.7237,transparent,5331.463756849,1776511726.1605,AS48233 Netroniks EOOD,NETRONIX,Belasitsa,Europe,EU,Bulgaria,BG,,False,Netroniks EOOD,41.3662,23.1346,False,Netronix Ltd.,True,Blagoevgrad,success,Europe/Sofia,2881,1786191252,1786705482.7237,8080,http,151.237.84.9:8080,False,3197.6509094238,19788,67195,22.749272846418,151.237.84.9
True,1786705482.6848,elite,1190.9642554079,1776088321.3247,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1786583888,1786705482.6848,4145,socks5,192.252.215.2:4145,True,886.96217536926,63715,44526,58.864016407831,192.252.215.2
True,1786705482.6732,elite,4395.0324989263,1776080488.4276,AS23923 Agni Systems Limited,AGNI-AS,Dhaka,Asia,AS,Bangladesh,BD,,False,Agni Systems Limited,23.7891,90.4126,False,Agni Systems Ltd.,True,Dhaka Division,success,Asia/Dhaka,1212,1786449105,1786705482.6732,22122,socks5,119.148.7.10:22122,True,4587.6576900482,68302,46998,59.238508239376,119.148.7.10
True,1786705482.6531,transparent,5510.0744268421,1786309037.6593,AS61308 PVONET LTD,PVONET-AS,Vidnoye,Europe,EU,Russia,RU,,False,Pvonet LTD,55.5529,37.7047,False,Pvonet LTD,True,Moscow Oblast,success,Europe/Moscow,142700,1786308758,1786705482.6531,8080,http,93.171.193.46:8080,False,5129.124879837,1069,2844,27.319192435472,93.171.193.46
True,1786705428.1808,elite,3052.0209755019,1780620383.236,"AS136258 BrainStorm Network, Inc",ONEPROVIDER-AS,Toronto,North America,,Canada,CA,,False,"BrainStorm Network, Inc",43.7338,-79.3325,False,Oneprovider.com,True,Ontario,success,America/Toronto,M3C,1786668049,1786705482.6402,1080,socks5,185.196.61.251:1080,True,3552.577495575,36275,54335,40.03421255932,185.196.61.251
True,1786705482.5279,transparent,5369.8187979713,1784703910.7098,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Istanbul,Asia,AS,Türkiye,TR,,False,High Speed For Internet Services L.L.C,41.0725,29.0063,False,Turk Telekomunikasyon Anonim Sirketi,True,Istanbul,success,Europe/Istanbul,34870,1786516719,1786705482.5279,8080,http,131.222.249.149:8080,False,1447.2801685333,5991,12268,32.81121638644,131.222.249.149
True,1786705482.449,elite,4854.9883990927,1785638221.6454,"AS40004 CONRADIT, LLC",CONRAD,Tsuen Wan,Asia,AS,Hong Kong,HK,,False,"CONRADIT, LLC",22.3638,114.1091,False,The Media Network Ltd,True,Tsuen Wan District,success,Asia/Hong_Kong,,1786239596,1786705482.449,6656,socks4,223.254.141.102:6656,True,15072.442770004,3673,27481,11.789818321885,223.254.141.102
True,1786705482.437,elite,2700.5047517522,1783302418.1005,AS61372 AZIMUT TELECOM Ltd.,AZIMUTTELECOM-AS,Moscow,Europe,EU,Russia,RU,,False,AZIMUT TELECOM Ltd.,55.7487,37.6187,False,AZIMUT TELECOM Ltd,True,Moscow,success,Europe/Moscow,101000,1786325855,1786705482.437,1080,socks4,31.148.13.96:1080,True,1237.5373840332,49340,89014,35.66214204143,31.148.13.96
True,1786705345.6253,elite,2338.4460246454,1786410183.0142,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Amsterdam,Europe,EU,The Netherlands,NL,,True,"DigitalOcean, LLC",52.352,4.9392,False,"DigitalOcean, LLC",False,North Holland,success,Europe/Amsterdam,1098,1786409588,1786705482.3068,1083,socks5,161.35.90.93:1083,True,134.18531417847,13721,1977,87.406038985858,161.35.90.93
True,1786705482.3054,transparent,5780.9098522332,1783168966.5647,AS8595 OOO WestCall Ltd.,WESTCALL-AS,Moscow,Europe,EU,Russia,RU,Vostochnyy administrativnyy okrug,False,OOO WestCall Ltd,55.7827,37.7177,False,WestCall Ltd,True,Moscow,success,Europe/Moscow,,1786192868,1786705482.3054,1256,http,92.39.129.50:1256,False,5265.5422687531,11393,22812,33.307995907031,92.39.129.50
True,1786705477.1386,elite,3717.3896293987,1783292980.644,AS7303 Telecom Argentina S.A.,Telecom Argentina S.A.,Córdoba,South America,SA,Argentina,AR,,False,Telecom Argentina S.A,-31.4057,-64.1849,False,Fibertel,True,Cordoba,success,America/Argentina/Cordoba,5000,1786313540,1786705482.3012,4145,socks4,186.138.177.33:4145,True,2262.7432346344,61905,86935,41.591642031712,186.138.177.33
True,1786705482.301,transparent,5060.3976449511,1782455213.4612,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Istanbul,Asia,AS,Türkiye,TR,,False,High Speed For Internet Services L.L.C,41.0725,29.0063,False,Turk Telekomunikasyon Anonim Sirketi,False,Istanbul,success,Europe/Istanbul,34870,1786686158,1786705482.301,8080,http,131.222.253.124:8080,False,1340.5849933624,10860,29414,26.965287778716,131.222.253.124
True,1786705460.449,elite,3962.2378395288,1776089263.1484,AS7303 Telecom Argentina S.A.,Telecom Argentina S.A.,San Salvador de Jujuy,South America,SA,Argentina,AR,,False,Telecom Argentina S.A.,-24.1815,-65.2938,False,Telecom Argentina S.A,True,Jujuy,success,America/Argentina/Jujuy,4600,1786368603,1786705482.2689,1085,socks4,190.228.33.44:1085,True,1207.3283195496,103260,269609,27.693372203106,190.228.33.44
True,1786705477.8271,elite,10745.117597538,1785538566.7378,AS51167 Contabo GmbH,CONTABO,Lauterbourg,Europe,EU,France,FR,,True,Adept AB,48.9742,8.1851,False,Adept AB,False,Grand Est,success,Europe/Paris,67630,1786142928,1786705482.1868,9052,socks4,217.76.54.178:9052,True,11883.010625839,20234,28843,41.229088982619,217.76.54.178
True,1786705394.0506,elite,2440.1979769301,1786255345.7947,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,Santa Clara,North America,,United States,US,,True,Shenzhen Tencent Computer Systems Company Limited,37.353,-121.9544,False,Tencent Cloud Computing,False,California,success,America/Los_Angeles,95052,1786254163,1786705482.1084,1080,socks5,43.135.135.65:1080,True,1763.5352611542,8816,6734,56.694533762058,43.135.135.65
True,1786705482.0403,transparent,7158.0778663407,1773178091.8781,AS263703 VIGINET C.A,VIGINET C.A,Timotes,South America,SA,Venezuela,VE,,False,Viginet C.A,8.98224,-70.7393,False,Viginet C.A,True,Mérida,success,America/Caracas,,1786488264,1786705482.0403,999,http,190.97.239.21:999,False,5835.4399204254,29292,153980,15.982801519054,190.97.239.21
True,1786705481.928,elite,4255.7341107738,1786600942.2139,AS215439 PLAY2GO INTERNATIONAL LIMITED,PLAY2GO-NET,Amsterdam,Europe,EU,The Netherlands,NL,,True,Play2go International Limited,52.3716,4.8883,False,Play2go International Limited,True,North Holland,success,Europe/Amsterdam,1012,1786598393,1786705481.928,1080,socks5,144.31.207.141:1080,True,15226.063251495,1015,1781,36.301859799714,144.31.207.141
True,1786705481.678,elite,4221.8537848814,1710540204.3067,AS6429 Telmex Chile Internet S.A.,Telmex Chile Internet S.A.,Santiago,South America,SA,Chile,CL,,False,Telmex Chile Internet S.A.,-33.4521,-70.6536,False,Subcentro Las Condes S.A,True,Santiago Metropolitan,success,America/Santiago,34033,1786147689,1786705481.678,5678,socks4,190.54.100.74:5678,True,2042.5281524658,214211,697712,23.490031504853,190.54.100.74
True,1786705412.9641,elite,3370.9190650265,1786590405.282,AS16637 MTN SA,MTNNS-AS,Johannesburg,Africa,AF,South Africa,ZA,,False,MTN SA,-26.2309,28.0583,False,MTN SA,False,Gauteng,success,Africa/Johannesburg,2000,1786588128,1786705481.6673,5678,socks4,105.214.41.107:5678,True,911.32998466492,2112,2504,45.753899480069,105.214.41.107
True,1786705429.4035,elite,3084.7867988805,1783200289.719,AS265274 Fixa Telecomunicações do Brasil Ltda,Fixa Telecomunicações do Brasil Ltda,Moreno,South America,SA,Brazil,BR,,False,LOCALLINK TELECOMUNICAÇÕES LTDA - ME,-8.157,-35.1292,False,Velozter Servicos de Comunicacao Multimidia LTDA,True,Pernambuco,success,America/Recife,54800,1786223876,1786705481.6275,4153,socks4,170.80.221.192:4153,True,943.8784122467,66632,87762,43.157117504566,170.80.221.192
True,1786705481.6049,elite,3962.0623019819,1786153240.4327,AS63023 GTHost,AS-GLOBALTELEHOST,Dallas,North America,,United States,US,,False,GTHost,32.7766,-96.7969,False,GTHost,True,Texas,success,America/Chicago,,1786152509,1786705481.6049,49163,socks5,216.106.179.216:49163,True,7710.5226516724,4002,9874,28.841164600749,216.106.179.216
True,1786705481.5327,transparent,5326.149424499,1784266167.3675,"AS1897 NOS COMUNICACOES, S.A.",EUNETPT,Lisbon,Europe,EU,Portugal,PT,,False,"NOS COMUNICACOES, S.A.",38.7219,-9.1398,False,Ot Netvtel Unipessoal Lda,True,Lisbon,success,Europe/Lisbon,1000-001,1786683038,1786705481.5327,8089,http,193.126.225.110:8089,False,1738.4595870972,6694,15508,30.150436897577,193.126.225.110
True,1786705481.5279,elite,2371.0902417077,1710563717.7142,AS41733 JSC ER-Telecom Holding,ZTELECOM-AS,St Petersburg,Europe,EU,Russia,RU,,False,"JSC ""ER-Telecom Holding""",59.9417,30.3096,False,"JSC ""ER-Telecom Holding"" Saint-Petersburg Branch",True,St.-Petersburg,success,Europe/Moscow,195213,1786133260,1786705481.5279,51006,socks4,94.247.241.70:51006,True,1201.9855976105,245576,888336,21.657412568171,94.247.241.70
True,1786705358.3694,elite,4370.6500646477,1785434604.5121,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Charlottesville,North America,,United States,US,,True,Alibaba.com LLC,37.4316,-78.6569,False,"Midwest Cable, Delta Centric LLC, Zenlayer Inc",True,Virginia,success,America/New_York,22902,1786642472,1786705481.4992,1080,socks5,47.85.195.135:1080,True,9713.7858867645,51691,13658,79.099909715527,47.85.195.135
True,1786705474.3729,elite,3222.1121586818,1783234085.219,AS38794 UIH,UIH-BBB-AS-AP,Mueang Samut Prakan,Asia,AS,Thailand,TH,,False,"United Information Highway Co., Ltd.",13.5989,100.5997,True,"United Information Highway Co., Ltd",True,Samut Prakan,success,Asia/Bangkok,10270,1786255160,1786705481.4333,4153,socks4,119.63.95.3:4153,True,8375.6613731384,70454,84971,45.329901881937,119.63.95.3
True,1786651022.5423,elite,729.67229208569,1786554035.5813,AS9009 M247 Europe SRL,M247,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,M247 Europe SRL,1.35208,103.82,False,3NT SOLUTIONS LLP,True,North West,success,Asia/Singapore,858877,1786553092,1786705481.4144,4422,http,38.180.9.158:4422,True,678.72285842896,2364,118,95.245769540693,38.180.9.158
True,1786705481.3863,transparent,6353.4039254961,1750609641.5545,AS17995 PT iForte Global Internet,SOLUSINET-AS-ID,North Jakarta,Asia,AS,Indonesia,ID,,False,PT iForte Global Internet,-6.1272,106.9198,False,,True,Jakarta,success,Asia/Jakarta,14260,1786115152,1786705481.3863,8080,http,103.182.189.250:8080,False,7429.7399520874,33117,220289,13.068751331855,103.182.189.250
True,1786705481.3301,transparent,5235.2669187289,1786305779.7061,AS136121 PT Digital Media Telematika,DIGITNET-AS-ID,Pagerwojo,Asia,AS,Indonesia,ID,,False,DIGITNET,-7.1196,112.402,False,,True,East Java,success,Asia/Jakarta,,1786304391,1786705481.3301,8090,http,103.154.231.97:8090,False,6946.0551738739,1383,2706,33.822450476889,103.154.231.97
True,1786705453.7951,elite,12677.96166118,1786567662.4012,AS979 NetLab Global,NETLAB-SDN,Hong Kong,Asia,AS,Hong Kong,HK,,False,NetLab Global,22.3193,114.169,False,NetLab Global,True,Kowloon,success,Asia/Hong_Kong,999077,1786563992,1786705481.3102,7890,socks5,154.37.222.235:7890,True,7546.8440055847,4497,1677,72.837706511176,154.37.222.235
True,1786705481.2918,elite,2910.3416833839,1786629659.8498,AS7552 Viettel Group,VIETEL-AS-AP,Bút Sơn,Asia,AS,Vietnam,VN,,False,Viettel Corporation,19.858,105.855,True,VIETEL,False,Thanh Hóa Province,success,Asia/Bangkok,,1786626185,1786705481.2918,1052,socks5,171.253.92.42:1052,True,8207.3438167572,3526,491,87.776947971123,171.253.92.42
True,1786489671.8361,elite,1775.5023371846,1776079438.2458,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Cincinnati Bell Telephone Company LLC,39.1844,-84.5073,False,Altafiber,True,Ohio,success,America/New_York,45232,1786362231,1786705481.2851,41679,socks5,66.42.224.229:41679,True,1186.2967014313,189217,761,99.599427302109,66.42.224.229
